id,word,gloss,WordStatus
1568,Magbish," excelling; height",1
1569,Magdala," tower; greatness",1
1570,Magdalene, a person from Magdala,1
1571,Magdiel," declaring God; chosen fruit of God",1
1572,Magog," covering; roof; dissolving",1
1573,Magpiash, a body thrust hard together,1
1574,Mahalah, Mahalath,1
1575,Mahaleleel, praising God,1
1576,Mahali," infirmity; a harp; pardon",1
1577,Mahanaim," tents; two fields; two armies",1
1578,Mahanehdan, tents of judgment,1
1579,Mahanem, a comforter,1
1580,Maharai," hasting; a hill; from a hill",1
1581,Mahath, same as Maath,1
1582,Mahavites," declaring a message; marrow",1
1583,Mahaz," an end; ending; growing hope",1
1584,Mahazioth," seeing a sign; seeing a letter",1
1585,Maher-shalal-hash-baz," making speed to the spoil; he hastens to the prey",1
1586,Mahlah, Mahli,1
1587,Makas, same as Mahaz,1
1588,Makheloth," assemblies; congregations",1
1589,Makkedah," worshiping; burning; raised; crookedness",1
1590,Malachi," my messenger; my angel",1
1591,Malcham, Malchom,1
1592,Malchiah, Malchijah,1
1593,Malchiel, God is my king,1
1594,Malchus, my king,1
1595,Maleleel, same as Mahaleleel,1
1596,Mallothi," fullness; circumcision",1
1597,Malluch," reigning; counseling",1
1598,Mammon, riches,1
1599,Mamre," rebellious; bitter; set with trees",1
1600,Manaen," a comforter; a leader",1
1601,Manahethites," my lady; my prince of rest",1
1602,Manasseh," forgetfulness; he that is forgotten",1
1603,Manoah," rest; a present",1
1604,Maon," house; place of sin",1
1605,Mara, Marah,1
1606,Maralah," sleep; a sacrifice of myrrh; ascension",1
1607,Maranatha, the Lord is coming,1
1608,Marcus," polite; shining",1
1609,Mareshah," from the beginning; an inheritance",1
1610,Mark, same as Marcus,1
1611,Maroth, bitterness,1
1612,Marsena, bitterness of a bramble,1
1613,Martha," who becomes bitter; provoking",1
1614,Mary, same as Miriam,1
1615,Mash, same as Meshech,1
1616,Mashal," a parable; governing",1
1617,Masrekah," whistling; hissing",1
1618,Massa," a burden; prophecy",1
1619,Massah, temptation,1
1620,Matred, wand of government,1
1621,Matri," rain; prison",1
1622,Mattan, Mattana,1
1623,Mattaniah, gift,1
1624,Mattatha, his gift,1
1625,Mattathias, the gift of the Lord,1
1626,Matthan, same as Mattan,1
1627,Matthanias, same as Mattaniah,1
1628,Matthal," gift; he that gives",1
1629,Matthias, Mattithiah,1
1630,Mazzaroth, the twelve signs of the zodiac,1
1631,Meah, a hundred cubits,1
1632,Mearah," den; cave; making empty",1
1633,Mebunnai," son; building; understanding",1
1634,Mecherath," selling; knowledge",1
1635,Medad," he that measures; water of love",1
1636,Medan," judgment; process",1
1637,Medeba," waters of grief; waters springing up",1
1638,Media," measure; habit; covering",1
1639,Megiddo," his precious fruit; declaring a message",1
1640,Megiddon, same as Megiddo,1
1641,Mehetabel, how good is God,1
1642,Mehida," a riddle; sharpness of wit",1
1643,Mehir, a reward,1
1644,Mehujael, who proclaims God,1
1645,Mehuman," making an uproar; a multitude",1
1646,Mejarkon, the waters of Jordan,1
1647,Mekonah," a foot of a pillar; provision",1
1648,Melatiah, deliverance of the Lord,1
1649,Melchi," my king; my counsel",1
1650,Melchiah, God is my king,1
1651,Melchi-shua," king of health; magnificent king",1
1652,Melchizedek, king of justice,1
1653,Melea," supplying; supplied",1
1654,Melech," king; counselor",1
1655,Melita, affording honey,1
1656,Mellicu," his kingdom; his counselor",1
1657,Melzar, circumcision of a narrow place,1
1658,Memphis, abode of the good,1
1659,Memucan," impoverished; to prepare; certain; true",1
1660,Menahem," comforter; who conducts them; preparation of heat",1
1661,Menan," numbered; rewarded; prepared",1
1662,Mene, who reckons or is counted,1
1663,Meonenim, charmers,1
1664,Mephaath, appearance,1
1665,Mephibosheth, out of my mouth proceeds reproach,1
1666,Merab, he that fights or disputes,1
1667,Meraioth," bitterness; rebellious; changing",1
1668,Merari," bitter; to provoke",1
1669,Mercurius," an orator; an interpreter",1
1670,Mered, rebellious,1
1671,Meremoth," bitterness; myrrh of death",1
1672,Meres," defluxion; imposthume",1
1673,Meribah," dispute; quarrel",1
1674,Meribbaal," he that resists Baal; rebellion",1
1675,Merodach, bitter contrition,1
1676,Merodach-baladan, bitter contrition,1
1677,Merom," eminences; elevations",1
1678,Meronothite," my singing; rejoicing; bearing rule",1
1679,Meroz, secret,1
1680,Mesha," burden; salvation",1
1681,Meshach, that draws with force,1
1682,Meshech, who is drawn by force,1
1683,Meshelemiah, peace,1
1684,Meshezaheel," God taking away; the salvation of God",1
1685,Meshillamith," peaceable; perfect; giving again",1
1686,Mesopotamia, between two rivers,1
1687,Messiah, anointed,1
1688,Metheg-ammah, bridle of bondage,1
1689,Methusael, who demands his death,1
1690,Methusaleh, he has sent his death,1
1691,Meunim," dwelling-places; afflicted",1
1692,Mezahab, gilded,1
1693,Miamin, the right hand,1
1694,Mibhar," chosen; youth",1
1695,Mibsam, smelling sweet,1
1696,Mibzar," defending; forbidding; taking away",1
1697,Micah," poor; humble",1
1698,Micaiah, who is like to God?,1
1699,Micha, same as Micaiah,1
1700,Michaiah, Michael,1
1701,Michal, who is perfect?,1
1702,Michmach, he that strikes,1
1703,Michmethah, the gift or death of a striker,1
1704,Michri, selling,1
1705,Michtam, golden psalm,1
1706,Middin," judgment; striving",1
1707,Midian," judgment; covering; habit",1
1708,Migdalel, tower of God,1
1709,Migdalgad, tower compassed about,1
1710,Migdol, a tower,1
1711,Migron," fear; farm; throat",1
1712,Mijamin, right hand,1
1713,Mikloth," little wants; little voices; looking downward",1
1714,Minneiah, possession of the Lord,1
1715,Milalai," circumcision; my talk",1
1716,Milcah, queen,1
1717,Milcom, their king,1
1718,Miletum," red; scarlet",1
1719,Millo, fullness,1
1720,Miniamin, right hand,1
1721,Minni," reckoned; prepared",1
1722,Minnith, same as Minni,1
1723,Miriam, rebellion,1
1724,Mishael, who is asked for or lent,1
1725,Mishal," parables; governing",1
1726,Misham," their savior; taking away",1
1727,Misheal," requiring; lent; pit",1
1728,Mishma," hearing; obeying",1
1729,Mishmannah," fatness; taking away provision",1
1730,Mishraites, spread abroad,1
1731,Mispar, Mispereth,1
1732,Misrephoth-maim, hot waters,1
1733,Mithcah," sweetness; pleasantness",1
1734,Mithnite," loin; gift; hope",1
1735,Mithredath, breaking the law,1
1736,Mitylene," purity; cleansing; press",1
1737,Mizar, little,1
1738,Mizpah, Mizpeh,1
1739,Mizraim, tribulations,1
1740,Mizzah, defluxion from the head,1
1741,Mnason," a diligent seeker; an exhorter",1
1742,Moab, of his father,1
1743,Moladah," birth; generation",1
1744,Molech, Moloch,1
1745,Molid," nativity; generation",1
1746,Mordecai," contrition; bitter; bruising",1
1747,Moreh, stretching,1
1748,Moriah, bitterness of the Lord,1
1749,Moserah, Moseroth,1
1750,Moses," taken out; drawn forth",1
1751,Mozah, unleavened,1
1752,Muppim," out of the mouth; covering",1
1753,Mushi, he that touches,1
1754,Myra," I flow; pour out; weep",1
1755,Mysia," criminal; abominable",1
1756,Naam," fair; pleasant",1
1757,Naamah, Naaman,1
1758,Naarah, Naarai,1
1759,Naashon," that foretells; that conjectures",1
1760,Nabal," fool; senseless",1
1761,Naboth," words; prophecies",1
1762,Nachon," ready; sure",1
1763,Nachor, same as Nahor,1
1764,Nadab," free and voluntary gift; prince",1
1765,Nagge," clearness; brightness; light",1
1766,Nahaliel," inheritance; valley of God",1
1767,Nahallal," praised; bright",1
1768,Naham, Nahamani,1
1769,Naharai," my nostrils; hot; anger",1
1770,Nahash," snake; serpent",1
1771,Nahath," rest; a leader",1
1772,Nahbi, very secret,1
1773,Nahor," hoarse; dry; hot",1
1774,Nahshon, same as Naashon,1
1775,Nahum," comforter; penitent",1
1776,Nain," beauty; pleasantness",1
1777,Naioth," beauties; habitations",1
1778,Naomi," beautiful; agreeable",1
1779,Naphish," the soul; he that rests",1
1780,Naphtali, that struggles or fights,1
1781,Narcissus," astonishment; stupidity",1
1782,Nason," helper; entry-way",1
1783,Nathan," given; giving; rewarded",1
1784,Nathanael, the gift of God,1
1785,Nathan-melech, the gift of the king,1
1786,Naum, same as Nahum,1
1787,Nazareth," separated; crowned; sanctified",1
1788,Nazarite, one chosen or set apart,1
1789,Neah," moved; moving",1
1790,Neapolis, the new city,1
1791,Neariah, child of the Lord,1
1792,Nebai," budding; speaking; prophesying",1
1793,Nebaioth," words; prophecies; buds",1
1794,Neballat," prophecy; budding",1
1795,Nebat, that beholds,1
1796,Nebo, that speaks or prophesies,1
1797,Nebuchadnezzar, Nebuchadrezzar,1
1798,Nebushasi_hahban," speech; prophecy; springing; flowing",1
1799,Nebuzar-adan, fruits or prophecies of judgment,1
1800,Necho," lame; beaten",1
1801,Nedabiah, prince or vow of the Lord,1
1802,Neginoth, stringed instruments,1
1803,Nehelamite," dreamer; vale; brook",1
1804,Nehemiah," consolation; repentance of the Lord",1
1805,Nehum," comforter; penitent",1
1806,Nehushta, made of brass,1
1807,Nehushtan, a trifling thing of brass,1
1808,Neiel, commotion,1
1809,Nekoda," painted; inconstant",1
1810,Nemuel, the sleeping of God,1
1811,Nepheg," weak; slacked",1
1812,Nephish, same as Naphish,1
1813,Nephishesim," diminished; torn in pieces",1
1814,Nephthalim, same as Naphtali,1
1815,Nephthoah," opening; open",1
1816,Nephusim, same as Nephishesim,1
1817,Ner," a lamp; new-tilled land",1
1818,Nereus, same as Ner,1
1819,Nergal," the great man; the hero",1
1820,Nergal-sharezer, treasurer of Nergal,1
1821,Neri, my light,1
1822,Neriah," light; lamp of the Lord",1
1823,Nethaneel, same as Nathanael,1
1824,Nethaniah, the gift of the Lord,1
1825,Nethinims, given or offered,1
1826,Neziah," conqueror; strong",1
1827,Nezib, standing-place,1
1828,Nibhaz," budding; prophesying",1
1829,Nibshan," prophecy; growing of a tooth",1
1830,Nicanor," a conqueror; victorious",1
1831,Nicodemus, victory of the people,1
1832,Nicolas, same as Nicodemus,1
1833,Nicolaitanes, followers of Nicolas,1
1834,Nicopolis, the city of victory,1
1835,Niger, black,1
1836,Nimrah, Nimrim,1
1837,Nimrod, rebellion (but probably an unknown Assyrian word),1
1838,Nimshi, rescued from danger,1
1839,Nineveh," handsome; agreeable",1
1840,Nisan," standard; miracle",1
1841,Nisroch," flight; proof; temptation; delicate",1
1842,No," stirring up; forbidding",1
1843,Noadiah, witness,1
1844,Noah," repose; consolation",1
1845,Nob," discourse; prophecy",1
1846,Nobah, that barks or yelps,1
1847,Nod," vagabond; fugitive",1
1848,Nodab, vowing of his own accord,1
1849,Noe, same as Noah,1
1850,Nogah," brightness; clearness",1
1851,Noha," rest; a guide",1
1852,Non," posterity; a fish; eternal",1
1853,Noph," honeycomb; anything that distills or drops",1
1854,Nophah," fearful; binding",1
1855,Nun, same as Non,1
1856,Nymphas," spouse; bridegroom",1
1857,Obadiah, servant of the Lord,1
1858,Obal, inconvenience of old age,1
1859,Obed," a servant; workman",1
1860,Obed-edom, servant of Edom,1
1861,Obil," that weeps; who deserves to be bewailed",1
1862,Oboth," dragons; fathers; desires",1
1863,Ocran," a disturber; that disorders",1
1864,Oded, to sustain,1
1865,Og," a cake; bread baked in ashes",1
1866,Ohad," praising; confessing",1
1867,Ohel," tent; tabernacle; brightness",1
1868,Olympas, heavenly,1
1869,Omar," he that speaks; bitter",1
1870,Omega," the last letter of the Greek alphabet; long O",1
1871,Omri, sheaf of corn,1
1872,On," pain; force; iniquity",1
1873,Onam, Onan,1
1874,Onesimus," profitable; useful",1
1875,Onesiphorus, who brings profit,1
1876,Ono, grief or strength or iniquity of him,1
1877,Ophel," a tower; darkness; small white cloud",1
1878,Ophir, fruitful region,1
1879,Ophni," wearisomeness; folding together",1
1880,Ophrah," dust; lead; a fawn",1
1881,Oreb, a raven,1
1882,Ornan, that rejoices,1
1883,Orpah, the neck or skull,1
1884,Oshea, same as Joshua,1
1885,Othni," my time; my hour",1
1886,Othniel, the hour of God,1
1887,Ozem," that fasts; their eagerness",1
1888,Ozias, strength from the Lord,1
1889,Ozni," an ear; my hearkening",1
1890,Paarai, opening,1
1891,Padan-aram, cultivated field or table-land,1
1892,Padon," his redemption; ox-yoke",1
1893,Pagiel, prevention,1
1894,Pahath-Moab, ruler of Moab,1
1895,Pai, Pau,1
1896,Palal, thinking,1
1897,Palestina," which is covered; watered; or brings and causes ruin",1
1898,Pallu," marvelous; hidden",1
1899,Palti," deliverance; flight",1
1900,Paltiel," deliverance; or banishment",1
1901,Pamphylia, a nation made up of every tribe,1
1902,Paphos, which boils,1
1903,Parah," a cow; increasing",1
1904,Paran," beauty; glory; ornament",1
1905,Parbar, a suburb,1
1906,Parmashta, a yearling bull,1
1907,Parmenas, that abides,1
1908,Parnach, a bull striking,1
1909,Parosh," a flea; the fruit of a moth",1
1910,Parshandatha, given by prayer,1
1911,Paruah," flourishing; that flies away",1
1912,Pasach, thy broken piece,1
1913,Pasdammin, portion or diminishing of blood,1
1914,Paseah," passing over; halting",1
1915,Pashur," that extends or multiplies the hole; whiteness",1
1916,Patara, trodden under foot,1
1917,Pathros, Pathrusim,1
1918,Patmos, mortal,1
1919,Patrobas," paternal; that pursues the steps of his father",1
1920,Pau, same as Pai,1
1921,Paul," small; little",1
1922,Paulus, same as Paul,1
1923,Pedahzur," strong or powerful savior; stone of redemption",1
1924,Pedaiah, redemption of the Lord,1
1925,Pekah," he that opens; that is at liberty",1
1926,Pekahiah, it is the Lord that opens,1
1927,Pekod," noble; rulers",1
1928,Pelaliah, entreating the Lord,1
1929,Pelatiah," let the Lord deliver; deliverance of the Lord",1
1930,Peleg, division,1
1931,Pelethites," judges; destroyers",1
1932,Pelonite," falling; secret",1
1933,Peniel," face or vision of God; that sees God",1
1934,Peninnah," pearl; precious stone; the face",1
1935,Pentapolis, five cities,1
1936,Pentateuch, the five books of Moses,1
1937,Pentecost, fiftieth,1
1938,Penuel, same as Peniel,1
1939,Peor," hole; opening",1
1940,Perazim, divisions,1
1941,Peresh, horseman,1
1942,Perez, divided,1
1943,Perez-Uzza, division of Uzza,1
1944,Perga, very earthy,1
1945,Pergamos," height; elevation",1
1946,Perida," separation; division",1
1947,Perizzites, dwelling in villages,1
1948,Persia," that cuts or divides; a nail; a gryphon; a horseman",1
1949,Persis, same as Persia,1
1950,Peruda, same as Perida,1
1951,Peter, a rock or stone,1
1952,Pethahiah," the Lord opening; gate of the Lord",1
1953,Pethuel," mouth of God; persuasion of God",1
1954,Peulthai, my works,1
1955,Phalec, same as Peleg,1
1956,Phallu, Pallu,1
1957,Phalti Palti, deliverance,1
1958,Phanuel, face or vision of God,1
1959,Pharaoh," that disperses; that spoils",1
1960,Pharez," division; rupture",1
1961,Pharisees, set apart,1
1962,Pharpar, that produces fruit,1
1963,Phebe," shining; pure",1
1964,Phenice, Phoenicia,1
1965,Phichol, the mouth of all,1
1966,Philadelphia, love of a brother,1
1967,Philemon, who kisses,1
1968,Philetus," amiable; beloved",1
1969,Philip," warlike; a lover of horses",1
1970,Philippi, same as Philip,1
1971,Philistines, those who dwell in villages,1
1972,Philologus, a lover of letters,1
1973,Phinehas," bold aspect; face of trust or protection",1
1974,Phlegon," zealous; burning",1
1975,Phrygia," dry; barren",1
1976,Phurah, that bears fruit,1
1977,Phygellus, fugitive,1
1978,Phylacteries, things to be especially observed,1
1979,Pi-beseth, abode of the goddess Bahest or Bast,1
1980,Pi-hahiroth," the mouth; the pass of Hiroth",1
1981,Pilate, armed with a dart,1
1982,Pinon," pearl; gem; that beholds",1
1983,Piram, a wild ass of them,1
1984,Pirathon," his dissipation or deprivation; his rupture",1
1985,Pisgah," hill; eminence; fortress",1
1986,Pisidia," pitch; pitchy",1
1987,Pison," changing; extension of the mouth",1
1988,Pithom," their mouthful; a dilatation of the mouth",1
1989,Pithon," mouthful; persuasion",1
1990,Pochereth, cutting of the mouth of warfare,1
1991,Pontius," marine; belonging to the sea",1
1992,Pontus, the sea,1
1993,Poratha, fruitful,1
1994,Potiphar," bull of Africa; a fat bull",1
1995,Potipherah, that scatters abroad,1
1996,Prisca, ancient,1
1997,Priscilla, same as Prisca,1
1998,Prochorus, he that presides over the choirs,1
1999,Puah," mouth; corner; bush of hair",1
2000,Publius, common,1
2001,Pudens, shamefaced,1
2002,Pul," bean; destruction",1
2003,Punites," beholding; my face",1
2004,Punon," precious stone; that beholds",1
2005,Pur, Purim,1
2006,Putiel, God is my fatness,1
2007,Puteoli, sulphureous wells,1
2008,Quartus, fourth,1
2009,Raamah," greatness; thunder; some sort of evil",1
2010,Raamiah, thunder,1
2011,Rabbah," great; powerful; contentious",1
2012,Rabbi, Rabboni,1
2013,Rabmag, who overthrows or destroys a multitude,1
2014,Rab-saris, chief of the eunuchs,1
2015,Rab-shakeh, cup-bearer of the prince,1
2016,Raca," worthless; good-for-nothing",1
2017,Rachab, same as Rahab,1
2018,Rachal," to whisper; an embalmer",1
2019,Rachel, sheep,1
2020,Raddai," ruling; coming down",1
2021,Ragau," friend; shepherd",1
2022,Raguel, shepherd,1
2023,Rahab," proud; quarrelsome (applied to Egypt)",1
2024,Rahab," large; extended (name of a woman)",1
2025,Raham," compassion; a friend",1
2026,Rakkath," empty; temple of the head",1
2027,Rakkon," vain; void; mountain of enjoyment",1
2028,Ram," elevated; sublime",1
2029,Ramah, same as Ram,1
2030,Ramath, Ramatha,1
2031,Ramathaim-zophim, the two watch-towers,1
2032,Ramath-lehi, elevation of the jaw-bone,1
2033,Ramath-mizpeh, elevation of the watch-tower,1
2034,Ramiah, exaltation of the Lord,1
2035,Ramoth," eminences; high places",1
2036,Raphah, Raphu,1
2037,Reaiah, vision of the Lord,1
2038,Reba," the fourth; a square; that lies or stoops down",1
2039,Rebekah," fat; fattened; a quarrel appeased",1
2040,Rechab," square; chariot with team of four horses",1
2041,Reelaiah, shepherd or companion to the Lord,1
2042,Regem," that stones or is stoned; purple",1
2043,Regemmelech," he that stones the king; purple of the king",1
2044,Rehabiah, breadth,1
2045,Rehob," breadth; space; extent",1
2046,Rehoboam, who sets the people at liberty,1
2047,Rehoboth," spaces; places",1
2048,Rehum," merciful; compassionate",1
2049,Rei," my shepherd; my companion; my friend",1
2050,Rekem," vain pictures; divers picture",1
2051,Remaliah, the exaltation of the Lord,1
2052,Remmon," greatness; elevation; a pomegranate-tree",1
2053,Remphan," prepared; arrayed",1
2054,Rephael, the physic or medicine of God,1
2055,Rephaiah, medicine or refreshment of the Lord,1
2056,Rehpaim," giants; physicians; relaxed",1
2057,Rephidim," beds; places of rest",1
2058,Resen, a bridle or bit,1
2059,Reu," his friend; his shepherd",1
2060,Reuben," who sees the son; the vision of the son",1
2061,Reuel, the shepherd or friend of God,1
2062,Reumah," lofty; sublime",1
2063,Rezeph," pavement; burning coal",1
2064,Rezin," good-will; messenger",1
2065,Rezon," lean; small; secret; prince",1
2066,Rhegium," rupture; fracture",1
2067,Rhesa," will; course",1
2068,Rhoda, a rose,1
2069,Rhodes, same as Rhoda,1
2070,Ribai, strife,1
2071,Riblah," quarrel; greatness to him",1
2072,Rimmon," exalted; pomegranate",1
2073,Rinnah," song; rejoicing",1
2074,Riphath," remedy; medicine; release; pardon",1
2075,Rissah," watering; distillation; dew",1
2076,Rithmah," juniper; noise",1
2077,Rizpah," bed; extension; a coal",1
2078,Rogelim, a foot or footman,1
2079,Rohgah, filled or drunk with talk,1
2080,Romamti-ezer, exaltation of help,1
2081,Roman," strong; powerful",1
2082,Rome," strength; power",1
2083,Rosh," the head; top",1
2084,Rufus, red,1
2085,Ruhamah, having obtained mercy,1
2086,Rumah," exalted; sublime; rejected",1
2087,Ruth," drunk; satisfied",1
2088,Sabaoth, Lord of hosts,1
2089,Sabeans," captivity; conversion; old age",1
2090,Sabtah," a going about or circuiting; old age",1
2091,Sabtechah," that surrounds; that causes wounding",1
2092,Sacar," wares; a price",1
2093,Sadducees, followers of Sadoc,1
2094,Sadoc, or Zadok,1
2095,Salah," mission; sending",1
2096,Salamis," shaken; test; beaten",1
2097,Salathiel, asked or lent of God,1
2098,Salcah," thy basket; thy lifting up",1
2099,Salem, complete or perfect peace,1
2100,Salim," foxes; fists; path",1
2101,Sallai, Sallu,1
2102,Salma," peace; perfection",1
2103,Salmon," peaceable; perfect; he that rewards",1
2104,Salome, same as Salmon,1
2105,Samaria, watch-mountain,1
2106,Samlah," his raiment; his left hand; his astonishment",1
2107,Samos, full of gravel,1
2108,Samothracia, an island possessed by the Samians and Thracians,1
2109,Samson," his sun; his service; there the second time",1
2110,Samuel," heard of God; asked of God",1
2111,Sanballat," bramble-bush; enemy in secret",1
2112,Sanhedrin, sitting together,1
2113,Sansannah, bough or bramble of the enemy,1
2114,Saph," rushes; sea-moss",1
2115,Saphir, delightful,1
2116,Sapphira, that relates or tells,1
2117,Sarah," lady; princess; princess of the multitude",1
2118,Sarai," my lady; my princess",1
2119,Sardis, prince of joy,1
2120,Sardites, removing a dissension,1
2121,Sargon, who takes away protection,1
2122,Sarid," remaining; hand of a prince",1
2123,Saron, same as Sharon,1
2124,Sarsechim, master of the wardrobe,1
2125,Saruch," branch; layer; lining",1
2126,Satan," contrary; adversary; enemy; accuser",1
2127,Saul," demanded; lent; ditch; death",1
2128,Sceva," disposed; prepared",1
2129,Seba," a drunkard; that turns",1
2130,Sebat," twig; scepter; tribe",1
2131,Secacah," shadow; covering; defense",1
2132,Sechu," defense; bough",1
2133,Secundus, second,1
2134,Segub," fortified; raised",1
2135,Seir, Seirath,1
2136,Sela, a rock,1
2137,Sela-hammah-lekoth, rock of divisions,1
2138,Selah," the end; a pause",1
2139,Seled," affliction; warning",1
2140,Seleucia, shaken or beaten by the waves,1
2141,Sem, same as Shem,1
2142,Semachiah, joined to the Lord,1
2143,Semaiah, obeying the Lord,1
2144,Semei," hearing; obeying",1
2145,Senaah," bramble; enemy",1
2146,Seneh, same as Senaah,1
2147,Senir," bed-candle; changing",1
2148,Sennacherib, bramble of destruction,1
2149,Seorim," gates; hairs; tempests",1
2150,Sephar," book; scribe; number",1
2151,Sepharad, a book descending,1
2152,Sepharvaim," the two books; the two scribes",1
2153,Serah," lady of scent; song; the morning star",1
2154,Seraiah, prince of the Lord,1
2155,Seraphim," burning; fiery",1
2156,Sergius, net,1
2157,Serug," branch; layer; twining",1
2158,Seth," put; who puts; fixed",1
2159,Sethur," hid; destroying",1
2160,Shaalabbim, understanding,1
2161,Shaalbim, that beholds the heart,1
2162,Schaaph," fleeing; thinking",1
2163,Shaaraim," gates; valuation; hairs",1
2164,Shaashgaz," he that presses the fleece; that shears the sheep",1
2165,Shabbethai, my rest,1
2166,Shachia, protection of the Lord,1
2167,Shadrach, tender,1
2168,Shage," touching softly; multiplying much",1
2169,Shalem, same as Salem,1
2170,Shalim, same as Salim,1
2171,Shalisha," three; the third; prince; captain",1
2172,Shallum," perfect; agreeable",1
2173,Shalmai, my garment,1
2174,Shalman," peaceable; perfect; that rewards",1
2175,Shalmaneser," peace; tied; chained; perfection; retribution",1
2176,Shamariah, throne or keeping of the Lord,1
2177,Shamed," destroying; wearing out",1
2178,Shamer," keeper; thorn; dregs",1
2179,Shamgar," named a stranger; he is here a stranger",1
2180,Shamhuth," desolation; destruction",1
2181,Shamir, Shamer,1
2182,Shammah," loss; desolation; astonishment",1
2183,Shammai," my name; my desolations",1
2184,Shammoth," names; desolations",1
2185,Shammuah," he that is heard; he that is obeyed",1
2186,Shamsherai, there a singer or conqueror,1
2187,Shapham, Shaphan,1
2188,Shaphat, judge,1
2189,Sharai," my lord; my prince; my song",1
2190,Sharar," navel; thought; singing",1
2191,Sharezer, overseer of the treasury,1
2192,Sharon," his plain; his song",1
2193,Shashai," rejoicing; mercy; linen",1
2194,Shashak," a bag of linen; the sixth bag",1
2195,Shaul, Saul,1
2196,Shaveh," the plain; that makes equality",1
2197,Shealtiel, same as Salathiel,1
2198,Sheariah," gate of the Lord; tempest of the Lord",1
2199,Shear-jashub, the remnant shall return,1
2200,Sheba," captivity; old man; repose; oath",1
2201,Shebam," compassing about; old men",1
2202,Shebaniah, the Lord that converts,1
2203,Shebarim," breakings; hopes",1
2204,Sheber," breaking; hope",1
2205,Shebna," who rests himself; who is now captive",1
2206,Shebuel, turning,1
2207,Shecaniah, habitation of the Lord,1
2208,Shechem," part; portion; back early in the morning",1
2209,Shedeur," field of light; light of the Almighty",1
2210,Shehariah, mourning or blackness of the Lord,1
2211,Shelah," that breaks; that unties; that undresses",1
2212,Shelemiah," God is my perfection; my happiness; my peace",1
2213,Sheleph, who draws out,1
2214,Shelesh," captain; prince",1
2215,Shelomi, Shelomith,1
2216,Shelumiel, same as Shelemiah,1
2217,Shem," name; renown",1
2218,Shema," hearing; obeying",1
2219,Shemaiah, that hears or obeys the Lord,1
2220,Shemariah, God is my guard,1
2221,Shemeber," name of force; name of the strong",1
2222,Shemer," guardian; thorn",1
2223,Shemida," name of knowledge; that puts knowledge",1
2224,Sheminith, eighth (an eight-stringed instrument),1
2225,Shemiramoth, the height of the heavens,1
2226,Shemuel, appointed by God,1
2227,Shen," tooth; ivory; change",1
2228,Shenazar, treasurer of a tooth,1
2229,Shenir," lantern; light that sleeps",1
2230,Shephatiah, the Lord that judges,1
2231,Shephi," beholder; honeycomb; garment",1
2232,Shepho, desert,1
2233,Shephuphan, serpent,1
2234,Sherah," flesh; relationship",1
2235,Sherebiah, singing with the Lord,1
2236,Sheshach, bag of flax or linen,1
2237,Sheshai," six; mercy; flax",1
2238,Sheshan," lily; rose; joy; flax",1
2239,Sheshbazzar," joy in tribulation; joy of the vintage",1
2240,Shethar," putrefied; searching",1
2241,Shethar-boznai," that makes to rot; that seeks those who despise me",1
2242,Sheva," vanity; elevation; fame; tumult",1
2243,Shibboleth, Sibboleth,1
2244,Shibmah, overmuch captivity,1
2245,Shicron," drunkenness; his gift; his wages",1
2246,Shiggaion, a song of trouble or comfort,1
2247,Shihon," sound; wall of strength",1
2248,Shihor-libnah, blackness of Libnah,1
2249,Shilhi, Shilhim,1
2250,Shillem," peace; perfection; retribution",1
2251,Shiloah, same as Siloah,1
2252,Shiloh, sent,1
2253,Shiloh (name of a city)," peace; abundance",1
2254,Shilom," tarrying; peace-maker",1
2255,Shilshah," three; chief; captain",1
2256,Shimeah, Shimeath,1
2257,Shimei, Shimi,1
2258,Shimeon, same as Simeon,1
2259,Shimma, same as Shimeah,1
2260,Shimon," providing well; fatness; oil",1
2261,Shimrath," hearing; obedient",1
2262,Shimshai, my son,1
2263,Shimri," thorn; dregs",1
2264,Shimrith, Shimron,1
2265,Shinab, father of changing,1
2266,Shinar, watch of him that sleeps,1
2267,Shiphi, multitude,1
2268,Shiphrah," handsome; trumpet; that does good",1
2269,Shisha," of marble; pleasant",1
2270,Shishak," present of the bag; of the pot; of the thigh",1
2271,Shitrai, gatherer of money,1
2272,Shittim, thorns,1
2273,Shiza, this gift,1
2274,Shoa," kings; tyrants",1
2275,Shobab," returned; turned back; a spark",1
2276,Shobach," your bonds; your chains",1
2277,Shobai, turning captivity,1
2278,Shobal," path; ear of corn",1
2279,Shobek," made void; forsaken",1
2280,Shochoh," defense; a bough",1
2281,Shoham, keeping back,1
2282,Shomer," keeper; dregs",1
2283,Shophach, pouring out,1
2284,Shophan," rabbit; hid",1
2285,Shoshannim, those that shall be changed,1
2286,Shua," crying; saving",1
2287,Shuah," ditch; swimming; humiliation",1
2288,Shual," fox; path; first",1
2289,Shubael," returning captivity; seat of God",1
2290,Shuham," talking; thinking; humiliation; budding",1
2291,Shulamite," peaceable; perfect; that recompenses",1
2292,Shunem," their change; their sleep",1
2293,Shuni," changed; sleeping",1
2294,Shuphim, Shuppim,1
2295,Shur," wall; ox; that beholds",1
2296,Shushan," lily; rose; joy",1
2297,Shuthelah," plant; verdure; moist; pot",1
2298,Sia," moving; help",1
2299,Sibbechai," bough; cottage; of springs",1
2300,Sibmah," conversion; captivity",1
