id,word,gloss,title,WordStatus
873,Canticles,CAN'TICLES . See Song of Solomon.,"",1
874,Capernaum,"CAPER'NAUM (town of Nahum), a city of great interest as the home of
   Jesus after he left Nazareth. Though it fills a large place in the
   gospel narrative, it is not once mentioned in O.T. history, nor in any
   portion of the Bible except the four Gospels. It is called Christ's
   ""own city,"" Matt 9:1, and it was the scene of some of his most
   remarkable miracles, labors, and discourses. Matt 8:5-14; 2 Cor 9:2;
   Matt 17:24; John 6:17-59;Deut 4:46, etc. Much exploration, study, and
   discussion have been given to determine its true site, but the question
   is still unsettled.

   The gospel narrative throws some general, though not very definite,
   light upon the location of this lost city. It was (1) a city of
   Galilee, Luke 4:31; (2) by the lake-coast. Matt 4:13; John 6:17, Jud
   6:24; (3) with collectors of customs, and probably a custom-house, Matt
   17:24; Mark 2:1, 2 Kgs 22:14; Luke 5:27 compared with Matt 9:1,Gal 1:9;
   (4) it had a noted synagogue, built by a Roman centurion, Matt 8:5;
   Mark 1:21; Luke 7:1,1 Chr 6:5; (5) it was joined with Chorazin and
   Bethsaida in the woes pronounced upon them by Christ, and its complete
   destruction was predicted. Matt 11:20-23; Luke 10:13-15; (6) it has
   been inferred also from the Scriptures that Capernaum was in the land
   of Gennesaret, but this is not certain. Comp. Matt 14:34 with John
   6:16-17, John 6:24-25. These indicate that the city was on the west
   side of the Sea of Galilee, and near its northern end.

   Two places have been mainly urged as marking the site of ancient
   Capernaum:(1) Khan Minyeh, supported by Robinson (1852), Macgregor
   (1864), Porter (1875), Kiepert, Sepp, and by members of the recent
   British and American Palestine Exploration Societies (Kitchener and
   Merrill); (2) Tell Hum, maintained by Dr. Wilson, Major Wilson, W. M.
   Thomson, Stanley, Hepworth Dixon, Ritter, Baedeker, Delitzsch,
   Plumptre, Schaff, and others.

   Tell Hum is a ruin near the Sea of Galilee, about two miles south-west
   of where the river Jordan enters the sea. Khan Minyeh is a Saracen inn
   on the northern extremity of the plain of Gennesaret (el-Gkuweir),
   about 5 miles south-west of the mouth of the Jordan and 2 1/2 to 3
   miles below Tell Hum, and situated near the lake.

   Several other places have been suggested:as Ain Mudaumrah, once urged,
   but afterward abandoned, by Tristram, and ruins near Bethsaida Julias;
   but their claims are generally regarded as not well supported.

   The argument from tradition is divided between Khan Minyeh, and Tell
   Hum, but prevailingly in favor of Tell Hum. Conder (Tent Work in
   Palestine, ii. 182) claims Jewish and Arab tradition for Khan Minyeh,
   but Dr. Thomson and Furrer claim it decidedly for Tell Hum.

   The arguments for Khan Minyeh, briefly stated, are: (1) It is near the

   Gennesaret, from Khan Minyeh. (From a Photograph taken for the
   Palestine Exploration Fund.)

   sea-shore, while Tell Hum is at some distance from the shore; (2) it is
   in the land of Gennesaret, if Gennesaret is identical with el-Ghuweir;
   (3) it is well located for a custom-house, on the highway from
   Jerusalem to Damascus.

   The arguments in support of Tell Hum mainly are; (1) The extensive
   ruins, covering a space half a mile long by a quarter of a mile wide,
   indicate a large city like Capernaum; (2) the ruins of a large
   synagogue have been discovered there; (3) when Christ crossed the lake
   from Capernaum, Mark 6:33, the crowd ran around the end of the lake to
   meet him; and it is claimed that Tell Hum is more likely, therefore, to
   have been his starting-point than Khan Minyeh; (4:) Josephus, wounded
   on the plain of Batikha, at the north end of the lake, was carried to
   Capernaum, most likely the nearest place -- not, therefore, at Khan
   Minyeh, but Tell Ham; (5) historical narratives of the sixth and
   seventh centuries and the Jewish and Arab tradition appear to favor
   Tell Hum as Capernaum; (6) the identity of name, for Capernaum means ""
   the village"" (Kefe or Kafr) ""of Nahum,"" and Tell Hum means ""the mound
   or ruins of Hum"" -- i. e. Nahum.

   The strongest argument against Khan Minyeh is the absence of ruins of
   sufficient importance to indicate a city of the size of Capernaum. The
   English Survey party in 1866 dug up at Khan Minyeh chiefly fragments of
   pottery; Kitchener in 1877 examined the more extensive excavations,
   bringing to light what appeared to him to be a wall of squared stones.
   Robinson conjectures that the ruins of Capernaum were transported to
   Tiberias,but Tiberias was already built when Capernaum was in its
   prosperity. Those who place Capernaum at Khan Minyeh usually locate
   Chorazin at Tell Hum and Bethsaida at Et-Tabigkah. This theory leaves
   the important ruins at Kerazeh to be explained. As the latter cannot be
   ignored, they form a strong objection to Khan Minyeh. If, however,
   Capernaum was at Tell Hum, then Chorazin was doubtless at Kerazeh, and
   no important ruins remain unexplained.

   At present, therefore, the arguments are strongly in favor of Tell Hum,
   but a final decision of the question must wait further excavations. The
   explorations of the English society organized in 1878-1879 for the
   purpose of determining the sites of the three cities may furnish
   information for the satisfactory settlement of this question.

   Ruins at Tell Hum. -- The most remarkable ruin at Tell Hum is that of a
   Jewish synagogue. Around this, and up the slope behind it, are the
   remains of an ancient town; the walls of many private houses can be
   traced, and the appearance of a main street leading toward ancient
   Chorazin. The synagogue was about 75 feet long by 58 feet wide; its
   walls were built of hard white limestone, almost marble, resting on
   basaltic rock. Portions of columns, pedestals, capitals of the
   Corinthian order, and blocks of stone have been uncovered on its site,
   and on the lintel of a door a representation of the pot of manna was
   discovered, recalling the words of Jesus: ""Your fathers did eat manna
   in the wilderness, and are dead."" John 6:49. If Tell Hum is Capernaum,
   then this synagogue was doubtless the one which

   Ruins at Tell Hum. (From a Photograph. Palestine Exploration Fund.)

   the pious Roman centurion built, Luke 7:1-10, and in which Jesus
   taught.

   North of the town are two tombs, one built under ground of limestone
   blocks after the hard basaltic rock had been cut away; the other above
   ground and whitewashed within and without, as in our Lord's day. Matt
   23:27.

   The road from Khan Minyeh to Tell Hum now leads over the rocks at some
   height above the lake. It is a narrow path, more like an ancient
   conduit than a road. From this height the view extends to Tiberias. A
   short distance from Khan Minyeh by the seashore is Ain et-Tin, or ''Fig
   Spring"" (which Dr. Robinson erroneously identified with the spring
   ""Kapharnaum,"" mentioned by Josephus). A mile farther north is the
   charming bay Et-Tabigkah, by which some locate western Bethsaida, but
   at which, more probably, was the suburb and harbor of Capernaum; here
   is a very copious fountain abounding in fish (probably the ""Kapharnaum
   "" of Josephus), and a large stream which turns a mill and once watered,
   through an aqueduct, the plain of Gennesaret. The road from Et-Tabigkah
   continues northward along the bank, on which several springs and the
   remains of buildings are to be seen, until it reaches Tell Hum. From
   thence northward to Kerazeh, probably Choraziri, is about 2 miles, and
   there are traces of a paved road which connected the city with the
   great caravan-road to Damascus. Following the shore of the lake to the
   north-west about 2 miles, where the Jordan empties into the Sea of
   Galilee, is Abu Zuny, which Dr. Thomson regards as Bethsaida, the
   birthplace of Peter and Andrew. The ruin of all these cities has been
   so complete as to render their very sites doubtful, and strikingly to
   remind us of the fearful prediction of our Lord concerning them. Matt
   11:21-23.","",1
875,Caphtor,"CAPH'TOR (chaplet), the original home of the Caphtorim or Philistines.
   Deut 2:23; Jer 47:4; Am 9:7. Some have placed it in Cappadocia, others
   in Cyprus or in Crete. It is more probably identical with Caphtur, and
   the northern delta of Egypt.","",1
876,Cappadocia,"CAPPADO'CIA, the largest and most easterly province of Asia Minor. On
   the north was Pontus, on the east the Euphrates, beyond which were
   Armenia and Mesopotamia, on the south Syria and Cilicia, and on the
   west Galatia. It was high table-land, intersected by ranges of
   mountains, sparsely wooded, but good for grain or grazing. Cappadocia
   was conquered by Cyrus, ruled by Alexander the Great, tributary to the
   Seleucidae, and became a Roman province, a.d. 17. Some of its people
   were in Jerusalem on the day of Pentecost, Acts 2:9, and afterward
   Christians of the province were addressed by Peter. 1 Pet 1:1.","",1
877,Captain,"CAP'TAIN, an officer in the Jewish army whose rank or power was
   designated by the number of men under his command, as captain of fifty
   or captain of a thousand, and the commander or chief of the whole army
   was called the captain of the host. Deut 1:15 2 Sam 19:13, etc. The
   divisions of the army were regulated in some measure by the division of
   families, as the heads of families were usually officers. 2 Chr 25:5.
   Captains of hundreds,

   A Roman Captain or Centurion.

   or larger companies, were probably what would be called in modern
   phrase staff-officers, and formed the council of war. 1 Chr 13:1. The
   ''captain of the guard,"" Acts 28:16, was the commander of the
   Praetorian troops at Rome. See Centurion.

   Captain of the Temple, Acts 4:1, was the chief of the priests and
   Levites who kept guard around and within that sacred edifice. In this
   non-military sense is Christ called ''Captain"" in Heb 2:10.","",1
878,Captive,"CAP'TIVE . Gen 14:14. Usually denotes one taken in war. Among Eastern
   nations such persons were treated with great cruelty, and were subjects
   of merchandise. For instances of this merciless treatment see Jud 1:7;1
   Sam 11:2; 2 Sam 8:2; 2 Kgs 26:7. It is a remarkable fact that though
   the Israelites dealt in many instances harshly with those they
   captured, yet their conduct stood out in such favorable contrast to
   that of heathen nations that the humanity of some even of their worst
   kings was reckoned upon by their conquered enemies. 1 Kgs 20:31-34. The
   passage Joel 3:3 brings out into melancholy prominence both the lot of
   prisoners of war and also the contempt manifested for the Jews. The
   Bible (Speaker's) Commentary thus expounds the verse: ""The Jewish
   prisoners were held so cheap that a slave-girl was sold by her captor
   for a draught of wine, and a slave-boy was given in place of the small
   coin thrown to a prostitute. During the Jewish war Titus took 97,000
   prisoners, of whom he publicly sold all that were under 17 years of
   age. After Hadrian's Jewish war four Jews were sold for a measure of
   barley at Hebron."" The Romans sometimes compelled a captive to be
   joined with a dead body, and to bear it about until the horrible
   effluvia destroyed the life of the living. The capture of Judea by the
   Romans, a.d. 70, was commemorated by coins which are shown in the
   following cut:

   Coins to Commemoration the Capture of Judea. (Farrar's ""Life of
   Christ."") On the left-hand coin Is seen the emperor Titus; Judea is
   weeping at the foot of a palm tree. On the right hand, a Jewish captive
   with hands tied behind his back looks upon a Jewess seated at the foot
   of a palm tree.","",1
879,Captivity,"CAPTIV'ITY. Num 21:29. A term usually employed to denote an important
   era in the history of the Jewish people. To punish their rebellions and
   idolatries, God suffered them to come into frequent bondage to
   surrounding nations. Six of their partial and transient captivities
   took place at an early period of their history, of which a particular
   account is given in Judges. Soon after the close of Solomon's reign the
   kingdom was divided. Ten of the tribes took the name of ""the kingdom of
   Israel,"" leaving the tribes of Judah and Benjamin to constitute the
   kingdom of Judah. Each of these two kingdoms suffered a distinct
   captivity. The Jews reckon four national captivities nthe Babylonian,
   the Median, the Grecian, and the Roman.

   Pul, b.c. 762, and then Tiglath-pileser, b.c. 740, kings of Assyria,
   made war upon the kingdom of Israel and carried a large number of the
   people (chiefly those of the tribes of Reuben, Gad, and Manasseh) into
   captivity, 2 Kgs 15:29; 1 Chr 5:26, and the residue remained under
   their own king, but paid tribute to the

   Prisoners before Sargon. (Nineveh Marbles.)

   Assyrian government. After the lapse of 20 years this tribute was
   refused, and therefore Shalmaneser besieged and (after three years)
   Sargon captured Samaria, the capital of the kingdom, and the great mass
   of the people were transported to provinces beyond the Euphrates, b.c.
   721. Their fate is a frequent subject of speculation, but nothing
   definite can be determined. Nor was the kingdom of Judah long left
   unmolested.

   Jewish Captives before Darius. (From Ancient Bas-relief at Fersepolis.
   )

   In Hezekiah's reign Sennacherib, king of Assyria, took the fenced
   cities of Judah, b.c. 713, and would have taken Jerusalem had Hezekiah
   not sent him a heavy tribute. 2 Kgs 18:13. His next attempt on the
   city, which occurred some little time after, was defeated by a miracle.
   2 Kgs 19:35.

   Nebuchadnezzar repeatedly overran the kingdom of Judah, the first time
   in the third year of Jehoiakim. He carried a few captives to Babylon,
   among whom were Daniel and his companions, b.c. 606. 2 Kgs 24:1; Dan
   1:1-4. In the tenth or eleventh year of Jehoiakim he came again, b.c.
   698, 2 Chr 36:6, and a third time in the eighth year of the reign of
   Jehoiachin. This invasion resulted in the carrying away of 10,000 Jews.
   2 Kgs 24:10-16. The 70 years' captivity began when Nebuchadnezzar, for
   the fourth time, invaded Judea, b.c. 588. 2 Kgs 25:1. The king,
   Zedekiah, was taken, his sons slain, the temple burnt and the city
   despoiled, and the greater part of the population carried into
   Babylonia. Jer 52:8-13. During this long captivity the rite of
   circumcision was observed, the genealogical tables filled, distinctions
   of rank maintained, and thus the Jews retained their nationality
   intact.

   In b.c. 536 the Jews were allowed to return from Babylon by Cyrus, as a
   portion of them did under Zerubbabel, Ezr 2:2, and some time afterward
   under Ezra, Ezr 7:7, b.c. 468, and Nehemiah, Neh 7:66, b.c. 445. Those
   who remained in Assyria or scattered over the Roman empire, but kept up
   their national distinctions, were known as ""The Dispersion,"" John 7:36;
   1 Pet 1:1; Jas 1:1, and afterward were starting-points for
   Christianity.

   Children of the Captivity, Ezr 4:1, a common figure of speech, denoting
   those who were in captivity, or perhaps sometimes literally their
   posterity. Turn again, Ps 126:1, turn away, Jer 29:14, turn back, Zeph
   3:20, or bring again, Eze 16:63, the captivity, are figurative phrases,
   all referring to the Jewish nation in bondage and their return to
   Canaan.

   A similar expression is used in relation to individuals, as in Job
   42:10. The Lord turned the captivity of Job -that is, he released him
   from the unusual sufferings and perplexities to which he had been in
   bondage, and caused him to rejoice again in the favor of God. He led
   captivity captive, Eph 4:8, or ""he led those as his captives who had
   made captives of others,"" is a figurative allusion to the victory which
   our blessed Redeemer achieved over sin and death, by whom our ruined
   race are brought into bondage. Rom 8:21; Gal 4:24; Heb 2:15; 2 Pet
   2:19.","",1
880,Carbuncle,"CAR'BUNCLE. This term represents two Hebrew words. The first, Ex 28:17;
   Ex 39:10; Eze 28:13, meaning flashing like lightning, is supposed to be
   either the emerald or beryl, both of which are precious stones of a
   green color."" Thy gates of carbuncles,"" Isa 54:12, has reference to a
   stone shining like fire -- possibly a brilliant species of ruby.","",1
881,Carchemiish,"CARCHEMIISH, or CHAR'CHEMISH {citadel of Chemosh), a chief city of
   northern Syria, on the Euphrates, where a great and decisive battle was
   fought, in which Nebuchadnezzar defeated Pharaoh-necho, 2 Chr 35:20; 2
   Kgs 23:29; Jer 46:2, in b. c. 605. It was formerly identified with
   Circesium. Rawlinson placed it at Bir, near Hierapolis, on the
   Euphrates; a later writer at Kalaat, below Beredjit.","",1
882,Careah,"CARE'AH (bald-head), the father of Johanan. 2 Kgs 25:23. Elsewhere
   spelt Kareah.","",1
883,Caria,"CA'RIA, a small Roman province in the south-western part of Asia Minor.
   Its cities, Cnidus and Miletus, are mentioned in Acts 20:15; 1 Chr
   27:7.","",1
884,Carmel,"CAR'MEL (fruitful, or wooded). 1. One of the most noted mountains in

   Mount Carmel, from the Bey of Acre. {After Views of G. M. Powell.)

   Palestine, a range or ridge about 12 miles long, one end jutting into
   the Mediterranean Sea in a bold bluff over 500 feet high, extending
   thence southeast until it abruptly breaks off in an inland bluff over
   500 feet above the sea level. Its highest elevation, about 4 miles from
   the east end, is nearly 1740 feet. It is specially noted as being the
   scene of remarkable events in the history of Elijah and Elisha. 2 Kgs
   2:25; Gal 4:25. The scene of the famous contest between Elijah and the
   prophets of Baal, 1 Kgs 18:20-42, was near the east end of the ridge,
   at el-Mahrakah (i. e. ""burnt-offering""); a well is near, and a slippery
   path leads down to the Kishon, several hundred feet below. This stream
   is now called Nahr el-Mukatta, ""river of slaughter,"" in memory of this
   event. It is a sacred mountain alike to Jews, Christians, and Moslems,
   and formerly swarmed with monks and hermits. One tract, known as the
   Monk's Cavern, has hundreds of caves, and a little below is the
   traditional cave of Elijah. On the mountain is the large monastery of
   the Carmelites, which affords hospitable accommodation and a
   magnificent view. It is now occupied by eighteen monks. The German
   colony of Haifa has recently planted vineyards on Mount Carmel.

   Present Appearance. -- Carmel is covered with a profusion of
   vegetation, illustrating ""the excellency of Carmel."" Isa 35:2. It is
   still known as Kurmul and Mar Elyas (Mount St. Elias). The rugged sides
   of the ridge are of hard, dark stone, always steep, often precipitous,
   covered with shrubs of dark, rich green. These shrubs are chiefly a
   kind of pistachio with no berries, the sponge laurel, the hawthorn, and
   the arbutus. The bare spots are covered with flowers, as rock-roses,
   striped asphodel, the daisy, and the red and purple anemone. The horse
   of the traveller often presses out a sweet fragrance from the thyme and
   mint. Herds of goats are frequently seen climbing its steep sides, and
   occasionally a gazelle bounds through the shrubs, while the fox,
   jackal, wolf, and a stray wild boar and a panther (chetah) add to the
   animal life of the mountains. The partridge and woodcock also abound.
   Huge valleys upward of 1000 feet deep wind tortuously from the main
   ridge to the sea, requiring hours to cross to the opposite summits. The
   rock is a compact, sandy limestone.
    1. A town in the mountains of Judah, where Saul set a monument, 1 Sam
       15:12;Acts 25:2, 1 Chr 6:5, 1 Kgs 15:7, 1 Sam 15:40; 1 Sam 27:3,
       and Uzziah had vineyards, 2 Chr 26:10; now Kurmul, 10 miles
       south-east of Hebron, where are ruins of a strong castle.","",1
885,Carmi,"CAR'MI (vine-dresser). 1. The fourth son of Reuben, progenitor of the
   Carmites. Gen 46:9; Ex 6:14; Num 26:6; 1 Chr 5:3. 2. The father of
   Achan, the ""troubler of Israel."" Jos 7:1, 1 Sam 30:18.","",1
886,Carpenter,"CAR'PENTER . The first allusion to the carpenter's trade in the
   Scriptures occurs in the command to Noah to build the ark. Gen 6:14-16,
   and the directions here given presuppose quite a considerable skill.
   The second time the trade is mentioned is in the description of the
   setting up of the tabernacle in the wilderness, Ex 25:23; Ex 27:1-15,
   where various kinds of wood-work -the ark, the table, the altar, the
   acacia boards, etc. -are spoken of. From this point and throughout the
   holy writings frequent mention is made of this trade; and though it
   appears that both David, 2 Sam 5:11, and Solomon, 1 Kgs 5:6, employed
   foreign artisans, the numerous allusions, in the historical,
   prophetical, and poetical books of the O.T., to the tools, implements,
   and methods of this trade, show that the native craftsmen must have
   been possessed of great skill, and the trade itself held in high esteem
   among the people.

   Joseph, the husband of Mary, was a carpenter, Matt 13:55, and our L?ord
   himself worked at the trade, Mark 6:3. ""Is not this the carpenter's
   son?"" yea, ""Is not this the carpenter?"" asked the people, not in
   contempt, but in wonder. They implied, however, that they regarded him
   as one of themselves, as no better than they. But we may be thankful
   that our Lord is thus called, for the very word ""is full of meaning,
   and has exercised a very noble and blessed influence over the fortunes
   of mankind. It has tended to console and sanctify the estate of
   poverty, to ennoble the duty of labor, to elevate the entire conception
   of manhood as of a condition which in itself alone, and apart from
   every adventitious circumstance, has its own grandeur and dignity in
   the sight of God.""n-Farrar:Life of Christ, ch. vii.","",1
887,Carpus,"CAR'PUS (fruit), a friend of Paul at Troas. 2 Tim 4:13.","",1
888,Carri age,"CAR'RI AGE (from *carro, ""a car""), old English for ""baggage,"" luggage
   requiring to be carried. Jud 18:21; 1 Sam 17:20, Josh 11:22; Isa 10:28;
   Gen 46:1; Acts 21:15. They ""took up their carriages""-ni. e. they packed
   up their things and commenced their journey.","",1
889,Carshena,"CARSHE'NA (illustrious?), one of the seven highest princes of Persia
   and Media. Esth 1:14.","",1
890,Cart,CART . See Wagon.,"",1
891,Casement,CASE'MENT . See Window.,"",1
892,Casiphia,CASIPH'IA . Ezr 8:17. Probably near Ahava.,"",1
893,Casluhim,"CAS'LUHIM (fortified), a Mizraite people or tribe. Gen 10:14; 1 Chr
   1:12.","",1
894,Cassia,"CAS'SIA . [scripture]Ex. 30:24[scripture]. The bark of a tree
   (Cinnamomum cassia) like the cinnamon, and one of the ingredients of
   the holy anointing oil. It was brought from India by the Tyrians. The
   Hebrew refers, in Ps 45:8, to another kind of spice, remarkable for its
   fragrance, and not yet identified with much probability.","",1
895,Castle,"CAS'TLE, in Acts 21:34, 2 Kgs 18:37; Acts 22:24; Acts 23:10, Ex 17:16,
   Jud 1:32, means ""the fortress at the north-west corner of the temple in
   Jerusalem. It was called by Herod the Tower of Antonia, in honor of his
   patron, Mark Antony. The temple was a kind of citadel that guarded
   Jerusalem, and so the Tower of Antonia was a fortress that commanded
   the temple."" n-Ayre.","",1
896,Castor and pollux,"CASTOR AND POLLUX. Acts 28:11. In heathen mythology ""Castor"" and
   ""Pollux"" were the names of twin sons of Jupiter who presided over the

   Castor and Pollux. (From a Coin of Bruttii.)

   destinies of sailors. Hence an image representing them was often seen
   on the prow of ancient ships, like the figureheads of modern days. In
   the case of Paul's ship, the name was Castor and Pollux.","",1
897,Cast out,"CAST OUT, comp. John 9:22 and Num 32:34, OR EXCOMMUNICATE, was to cut
   off from the privileges of the Jewish Church.","",1
898,Caterpillar,"CAT'ERPILLAR (the consumer), probably another word for locusts in their
   immature or wingless state, appearing in vast numbers and of most
   destructive voracity. 1 Kgs 8:37. Hence they were often employed as the
   agents in the execution of God's judgments, Ps 78:46 and Ps 105:34, and
   figuratively represent a great multitude. Isa 33:4; Jer 51:14, Gen
   1:27. They were regarded as among the most desolating visitations of
   God's hand.","",1
899,Cattle,"CAT'TLE. Gen 1:25. In the common scriptural use of this term it
   embraces the tame quadrupeds employed by mankind, as oxen, horses,
   sheep, camels, goats, etc. Gen 13:2; Ex 12:29 and Ex 34:19; Num 20:19;
   Num 32:16, and Ps 50:10, and Job 1:3, where the word translated
   ''substance"" would be more properly rendered ""cattle.""

   The allusion in Job 36:33 is explained by the well-known fact that
   certain animals of this class are peculiarly sensitive to the change of
   air which precedes rain.","",1
900,Caul,"CAUL. Isa 3:18. The attire of the head, made of net-work and
   ornamented. In Hos 13:8 the word ""caul"" denotes the pericardium, or
   membranous bag which encloses the heart. This word in the Pentateuch
   denotes one of the viscera, probably the great lobe of the liver.","",1
901,Cave,"CAVE. Caves are very common in Palestine, and the names of sections of
   country were derived from this fact, as the Hauran, Eze 47:16, is
   caveland, and the Horites are dwellers in caves. They were made use of
   as temporary dwelling-places. Gen 19:36; as places of concealment, Josh
   10:16; Jud 6:2; 1 Sam 13:6: ; 1 Sam 22:1, 2; 1 Sam 24:3; 2 Sam 23:13:1
   Kgs 18:4; 1 Kgs 19:9; Heb 11:38; and as burial places. Gen 23:17, Acts
   1:19 and Gen 49:29; John 11:38. Some noted ones are named in the Bible,
   such as Adullam, the Machpelah, Makkedah, etc. The manger in which our
   Lord was born may have been a cave. See Tombs and Burial.","",1
902,Cedar,"CE'DAR. Undoubtedly several cone-bearing, evergreen trees are included
   under this title. But ordinarily, and especially when the full form is
   given ncedar of Lebanonn the still famous tree of that name (Cedrus
   Libani) is meant. The Scriptures correctly give its characteristics.
   Comp. Ps 92:12; Eze 31:3-6; 1 Kgs 7:2; Neh 10:27; Song of Solomon 4:11;
   Hos 14:6; Isa 2:13; Isa 10:19. It is one of the most valuable and
   majestic evergreen trees of Eastern forests, and is found upon Mounts
   Amanus and Taurus, in Asia Minor, and other parts of the Levant, but in
   its greatest perfection on Mount Lebanon. It grows to the height of 70
   or 80 feet. The branches are thick and long, spreading out almost
   horizontally from the trunk, which is sometimes 30 or 40 feet in
   circumference. Eze 31:3, 1 Chr 24:6, 1 Kgs 15:8. Maundrell measured one
   which was 36 feet and 6 inches in the girth, and 111 feet in the spread
   of its boughs. The wood is of a red color and bitter taste, which is
   offensive to insects, and hence it is very durable and admirably
   adapted for building. A specimen of this wood in the British Museum is
   labelled ""Cedar of Lebanon, from Palace of Nimrod; 3000 years old.""
   Cedar was used for the most noble and costly edifices, as the palace of
   Persepolis, the palace of Solomon, and the temple at Jerusalem. This
   timber served not only for beams for the frame and boards for covering
   buildings, but was also wrought into the walls. 2 Sam 7:2; 1 Kgs 6:36
   and Num 7:12. The gum which exudes from the trunk and the cones is as
   soft and fragrant as the balsam of Mecca.

   This tree, there is reason to believe, once quite covered the mountains
   of Lebanon between the heights of 3000 and 7000 feet. Rev. H. H. Jessup
   has visited and described eleven distinct groves of cedars on those
   mountains, including, altogether, several thousand trees.

   The principal forest visited by travellers is 8 hours' ride from
   Baalbec, on Cedar Mountain (Jebel el-Arz), about 6300 feet above the
   sea-level, a little below the summit. Baedeker (Palestine and Syria, p.
   505) thus describes it: ""The group occupies the top of a hill with five
   culminating points of various sizes, on the eastern and western sides
   of which runs a water-course. It consists of about 350 trees, the
   tallest of which does not exceed 78 feet in height. The rock on which
   they grow is white limestone, and the decaying spines, cones, and other
   matter have formed a dark-colored soil. The oldest trees, about 9 in
   number, are on the southeastern height. In the midst of the
   north-western group stands a Marnmite

   Cedars of Lebanon. (After Photographs.)

   chapel. Unfortunately, no care whatever is taken of these noble trees.
   The goats eat all the young shoots, and cedar branches are even used
   for fuel, particularly on the occasion of an annual festival in August.
   Countless names are cut on the trunks of the trees. ... In gloomy
   weather the sombre group and its black surroundings form a weird and
   wild picture.""

   In most of the botanic gardens and arboretums of Europe and America
   growing specimens of this monarch of Eastern forests may now be seen.
   It thrives especially well in England. In the general appearance of its
   bark and foliage it is much like the larch, but it is a far more
   widely-branching and massive tree.

   Dr. G. E. Post, of Beirfit, Syria, who is a good botanist, supplies the
   following interesting information concerning this tree: ""The first
   mention of the cedar in the Bible is in Lev 14:4, 1 Chr 24:6, Lev
   14:49, Jer 25:51, 2 Kgs 5:52, with the parallel passage. Num 19:6. The
   children of Israel were then in the peninsula of Mount Sinai. Did the
   cedar grow in that region? or is the cedar there alluded to a different
   tree from the cedar of Lebanon?

   ""There are other trees known now in Syria as cedars. The Aleppo pine is
   one, and it is quite probable that this tree may have grown in that
   region, although not more so than that the cedar itself was there. The
   juniper (Juniperus oxycedrus) still grows in the peninsula of Sinai;
   and being of the same family as the cedar, it is allowable to regard it
   as the plant here intended. A species of juniper is known in English by
   the name of 'cedar.' In view, however, of admitted changes in climate
   in all the countries bordering the eastern end of the Mediterranean,
   there is nothing to forbid the possibility of the cedar of Lebanon
   having once existed on Sinai. It grows on the Atlas chain and the
   mountains connecting Taurus with the Himalayas, as well as in the
   latter groups. May it not have found in Sinai a connecting station
   between its distant homes in the Atlas and the Lebanon and Himalayas?

   ""Some very foolish things have been said about the durability of the
   cedar. It has been pronounced, perhaps from trials on specimens taken
   from European or American trees, a crooked, inferior, perishable wood.
   In point of fact, it is notable for toughness, durability, and
   adaptedness to the climate and circumstances of Syria. There is no such
   thing as a rotten cedar. Branches broken off by the tempests lie
   unrotten on the ground. The trunks, where barked by travellers or
   peeled by the lightning, remain dead, but uncorrupted. The name of
   Lamartine, carved on one of the giant trees 109 years ago, is fresh and
   legible to-day. All other woods indigenous to Syria are liable to the
   attacks of insects or a kind of dry rot. Cedar beams are unchangeable.
   No greater injury has been done to Lebanon than denuding it of its
   kingly tree. The cedar is a desirable wood for carving. Isa 44:14. It
   is hard, fragrant, takes a high polish, which develops a beautiful
   grain, and it grows darker and richer by time.

   ""'The trees of the Lord are full of sap; the cedars of Lebanon, which
   he hath planted.' Ps 104:16. The aromatic sap of this tree exudes from
   the slightest scratch, and distills in copal drops down the bark. If
   two branches rub together, they soon unite. Several trees are often
   joined in this way through the superabundance of their vitality.

   ""'The righteous shall flourish like the palm tree; he shall grow like a
   cedar in Lebanon.' A palm tree attains its height in a hundred years or
   less; a cedar grows for thousands of years. A palm tree soon bears
   fruit and flourishes; a cedar grows slowly and tarries long before it
   bears fruit, but it continues to bear fruit long centuries after the
   palm tree has decayed. It continues fat and flourishing (green). The
   cedar is ever green. Its vitality is equally apparent in the heat of
   summer and the snows of winter. How apt a likeness of the righteous,
   who grows in grace as he lengthens out his years! The cedar still bears
   multitudes of cones when it has been riven by lightning, torn and
   almost uprooted by the wind. So affliction but develops the graces of
   the righteous, and the green branches bear abundance of fruit when the
   blighted ones have been severed and for ever lost."" See Lebanon.","",1
903,Cedron,CE'DRON. John 18:1. See Kedron.,"",1
904,Ceiling,"CEIL'ING. We have a description of the ceiling of Solomon's temple and
   palace in 1 Kgs 6:9-10,2 Sam 20:15; 1 Kgs 7:3; 2 Chr 3:5. It was made
   of planks of cedar or fir ""laid on beams or rests in the wall."" Eastern
   floors and ceilings were just the reverse of ours. Their ceilings were
   of wood, painted, Jer 22:14, ours are of plaster; their floors were of
   plaster or some sort of tiles, ours are of wood.","",1
905,Cellars,"CEL'LARS. 1 Chr 27:27. Of cellars such as are common among us nothing
   was known in the East, if we except the chambers which are used in
   Persia for the storing of earthen jars or other vessels of wine. Among
   the Hebrews and Greeks these jars were buried up to the neck in the
   ground. The word ""wine-cellars"" in the passage cited probably denotes
   the patches of ground used to bury wine. See Wine.","",1
906,Celo-syr'ia,CEL'O-SYR'IA . See Caelo-Syria.,"",1
