id,naves_id,phrase,addenda,naves_for_transfer
9765,2581,UNDER THE JUDGES,People turn to idolatry,ISRAEL
9766,2581,UNDER THE JUDGES,Delivered for their idolatry to the king of Mesopotamia,ISRAEL
9767,2581,UNDER THE JUDGES,"Renew their idolatry, and are put under tribute to the king",ISRAEL
9768,2581,UNDER THE JUDGES,Shamgar resists a foray of the Philistines and delivers,ISRAEL
9769,2581,UNDER THE JUDGES,People again do evil and are put under bonds to the king of,ISRAEL
9770,2581,UNDER THE JUDGES,"Delivered by Deborah, a prophetess, and judged",ISRAEL
9771,2581,UNDER THE JUDGES,"Seven years of bondage to the Midianites; delivered by",ISRAEL
9772,2581,UNDER THE JUDGES,Return to idolatry,ISRAEL
9773,2581,UNDER THE JUDGES,Abimelech foments an inter-tribal war,ISRAEL
9774,2581,UNDER THE JUDGES,Led by Tola for twenty-three years,ISRAEL
9775,2581,UNDER THE JUDGES,Led by Jair for twenty-two years,ISRAEL
9776,2581,UNDER THE JUDGES,"The people backslide, and are given over to the Philistines",ISRAEL
9777,2581,UNDER THE JUDGES,"The Ephraimites go to war against other tribes; they are",ISRAEL
9778,2581,UNDER THE JUDGES,Led by Ibzan for seven years,ISRAEL
9779,2581,UNDER THE JUDGES,Led by Elon for ten years,ISRAEL
9780,2581,UNDER THE JUDGES,Led by Abdon for eight years,ISRAEL
9781,2581,UNDER THE JUDGES,The people backslide again are chastened by the Philistines,ISRAEL
9782,2581,UNDER THE JUDGES,Led by Samson for twenty years,ISRAEL
9783,2581,UNDER THE JUDGES,"Scandal of the Bethlehemite's concubine, and the consequent",ISRAEL
9784,2581,UNDER THE JUDGES,Led by Eli for forty years,ISRAEL
9785,2581,UNDER THE JUDGES,Struck down by the Philistines at Eben-ezer,ISRAEL
9786,2581,UNDER THE JUDGES,They demand a king,ISRAEL
9787,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,Saul anointed as king,ISRAEL
9788,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,"Ammonites invade Israel, are defeated",ISRAEL
9789,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,Philistines struck down,ISRAEL
9790,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,Amalekites defeated,ISRAEL
9791,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,David anointed as king,ISRAEL
9792,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,Goliath killed,ISRAEL
9793,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,"Israel defeated by the Philistines, and Saul and his sons",ISRAEL
9794,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,David defeats the Amalekites,ISRAEL
9795,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,David made king,ISRAEL
9796,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,Ish-bosheth made king,ISRAEL
9797,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,The conflict between the two political factions,ISRAEL
9798,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,David made king over all Israel,ISRAEL
9799,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,Conquests of David,ISRAEL
9800,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,Absalom's rebellion,ISRAEL
9801,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,Solomon anointed as king,ISRAEL
9802,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,The Temple built,ISRAEL
9803,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,Solomon's palace built,ISRAEL
9804,2581,UNDER THE KINGS BEFORE THE SEPARATION INTO TWO KINGDOMS,Solomon's death,ISRAEL
9805,2581,(Foreshadowing circumstances indicating the separation),Disagreement after Saul's death,ISRAEL
9806,2581,(Foreshadowing circumstances indicating the separation),"Lukewarmness of the ten tribes, and zeal of Judah for David",ISRAEL
9807,2581,(Foreshadowing circumstances indicating the separation),The rebellion of Sheba,ISRAEL
9808,2581,(Foreshadowing circumstances indicating the separation),The two factions are distinguished as Israel and Judah,ISRAEL
9809,2581,(Foreshadowing circumstances indicating the separation),Providential,ISRAEL
9810,2581,(Foreshadowing circumstances indicating the separation),"Revolt consummated under Rehoboam, son and successor of",ISRAEL
9811,2581,4. The name of the ten tribes that revolted from the house,Also called JACOB,ISRAEL
9812,2581,HISTORY OF,War continued between the two kingdoms all the days of,ISRAEL
9813,2581,HISTORY OF,War continued between Jeroboam and Abijam,ISRAEL
9814,2581,HISTORY OF,War continued between Baasha and Asa,ISRAEL
9815,2581,HISTORY OF,Famine prevails during the reign of Ahab,ISRAEL
9816,2581,HISTORY OF,"Israel, also called SAMARIA, invaded by, but defeats,",ISRAEL
9817,2581,HISTORY OF,Moab rebels,ISRAEL
9818,2581,HISTORY OF,"Army of Syria invades Israel, but peacefully withdraws",ISRAEL
9819,2581,HISTORY OF,The city of Samaria besieged,ISRAEL
9820,2581,HISTORY OF,"The city of Samaria captured, and the people carried to",ISRAEL
9821,2581,HISTORY OF,The land repopulated,ISRAEL
9822,2581,HISTORY OF,The remnant that remained after the able-bodied persons were,ISRAEL
9823,2582,PROPHECIES CONCERNING,"Of captivity, famine, and judgments",ISRAEL PROPHECIES
9824,2582,PROPHECIES CONCERNING,Of restoration,ISRAEL PROPHECIES
9825,2582,PROPHECIES CONCERNING,Of the reunion of the ten tribes and Judah,ISRAEL PROPHECIES
9826,2582,5. JUDAH,"The nation composed of the tribes of Judah and Benjamin,",ISRAEL PROPHECIES
9827,2582,5. JUDAH,"In the historical books of first and second Kings, and first",ISRAEL PROPHECIES
9828,2582,(For the history of the above kings see under each name),Rehoboam succeeds Solomon. As a consequence of his arbitrary,ISRAEL PROPHECIES
9829,2582,(For the history of the above kings see under each name),Other circumstances of his reign,ISRAEL PROPHECIES
9830,2582,(For the history of the above kings see under each name),Death of Rehoboam,ISRAEL PROPHECIES
9831,2582,(For the history of the above kings see under each name),Abijam's wicked reign,ISRAEL PROPHECIES
9832,2582,(For the history of the above kings see under each name),Asa's good reign,ISRAEL PROPHECIES
9833,2582,(For the history of the above kings see under each name),"Asa makes a treaty with Ben-hadad, king of Syria, to make",ISRAEL PROPHECIES
9834,2582,(For the history of the above kings see under each name),Jehoshaphat succeeds Asa,ISRAEL PROPHECIES
9835,2582,(For the history of the above kings see under each name),Jehoshaphat joins Ahab against the king of Syria,ISRAEL PROPHECIES
9836,2582,(For the history of the above kings see under each name),"Jehoram, also called JORAM, reigns in place of his father,",ISRAEL PROPHECIES
9837,2582,(For the history of the above kings see under each name),Edom revolts,ISRAEL PROPHECIES
9838,2582,(For the history of the above kings see under each name),"Ahaziah, also called AZARIAH",ISRAEL PROPHECIES
9839,2582,(For the history of the above kings see under each name),And JEHOAHAZ,ISRAEL PROPHECIES
9840,2582,(For the history of the above kings see under each name),Ahaziah succeeds Jehoram,ISRAEL PROPHECIES
9841,2582,(For the history of the above kings see under each name),Ahaziah killed by Jehu,ISRAEL PROPHECIES
9842,2582,(For the history of the above kings see under each name),"Athaliah, his mother, succeeds him",ISRAEL PROPHECIES
9843,2582,(For the history of the above kings see under each name),Jehoash (also called JOASH) succeeds Athaliah,ISRAEL PROPHECIES
9844,2582,(For the history of the above kings see under each name),The temple repaired,ISRAEL PROPHECIES
9845,2582,(For the history of the above kings see under each name),"Amaziah reigns, and Judah is invaded by the king of Israel;",ISRAEL PROPHECIES
9846,2582,(For the history of the above kings see under each name),Azariah (also called UZZIAH) succeeds him,ISRAEL PROPHECIES
9847,2582,(For the history of the above kings see under each name),Jotham succeeds Uzziah,ISRAEL PROPHECIES
9848,2582,(For the history of the above kings see under each name),"Rezin, king of Syria, invades Judah",ISRAEL PROPHECIES
9849,2582,(For the history of the above kings see under each name),Jotham is succeeded by Ahaz,ISRAEL PROPHECIES
9850,2582,(For the history of the above kings see under each name),"Judah is invaded by the kings of Samaria and Syria; Ahaz",ISRAEL PROPHECIES
9851,2582,(For the history of the above kings see under each name),Ahaz changes the nature of the altar in the temple,ISRAEL PROPHECIES
9852,2582,(For the history of the above kings see under each name),Hezekiah succeeds Ahaz,ISRAEL PROPHECIES
9853,2582,(For the history of the above kings see under each name),Hezekiah's good reign,ISRAEL PROPHECIES
9854,2582,(For the history of the above kings see under each name),Hezekiah revolts from the sovereignty of the king of Assyria,ISRAEL PROPHECIES
9855,2582,(For the history of the above kings see under each name),"The king of Assyria invades Judah, and blasphemes the God of",ISRAEL PROPHECIES
9856,2582,(For the history of the above kings see under each name),Hezekiah's sickness and miraculous restoration,ISRAEL PROPHECIES
9857,2582,(For the history of the above kings see under each name),Hezekiah succeeded by Manasseh,ISRAEL PROPHECIES
9858,2582,(For the history of the above kings see under each name),Manasseh's wicked reign,ISRAEL PROPHECIES
9859,2582,(For the history of the above kings see under each name),Amon succeeds Manasseh on the throne,ISRAEL PROPHECIES
9860,2582,(For the history of the above kings see under each name),"Josiah succeeds Amon; the temple is repaired; the book of",ISRAEL PROPHECIES
9861,2582,(For the history of the above kings see under each name),"Josiah is succeeded by Jehoahaz, who reigned for three",ISRAEL PROPHECIES
9862,2582,(For the history of the above kings see under each name),"Jehoiakim is elevated to the throne; becomes tributary to",ISRAEL PROPHECIES
9863,2582,(For the history of the above kings see under each name),"Jehoiachin is made king; suffers invasion and is carried off",ISRAEL PROPHECIES
9864,2582,(For the history of the above kings see under each name),"Zedekiah is made king by Nebuchadnezzar; he rebels; so,",ISRAEL PROPHECIES
9865,2582,(For the history of the above kings see under each name),"The poorest of the people were left to occupy the country,",ISRAEL PROPHECIES
9866,2582,(For the history of the above kings see under each name),Gedaliah was appointed governor over the region,ISRAEL PROPHECIES
9867,2582,(For the history of the above kings see under each name),Gedaliah's adminstration was favorable to the people,ISRAEL PROPHECIES
9868,2582,(For the history of the above kings see under each name),Gedaliah was conspired against and assassinated by Ishmael,ISRAEL PROPHECIES
9869,2582,(For the history of the above kings see under each name),Ishmael seeks to betray the people to the Ammonites,ISRAEL PROPHECIES
9870,2582,(For the history of the above kings see under each name),"The people in fear, take refuge in Egypt",ISRAEL PROPHECIES
9871,2582,CAPTIVITY OF,Great wickedness is the cause of their adversity,ISRAEL PROPHECIES
9872,2582,CAPTIVITY OF,They live in Babylon,ISRAEL PROPHECIES
9873,2582,CAPTIVITY OF,Beside the Chebar River,ISRAEL PROPHECIES
9874,2582,CAPTIVITY OF,Patriotism of,ISRAEL PROPHECIES
9875,2582,CAPTIVITY OF,"Plotted against, by Haman",ISRAEL PROPHECIES
9876,2582,CAPTIVITY OF,Are saved by Esther,ISRAEL PROPHECIES
9877,2582,CAPTIVITY OF,Cyrus decrees their restoration,ISRAEL PROPHECIES
9878,2582,CAPTIVITY OF,"Cyrus directs the rebuilding of the temple, and the",ISRAEL PROPHECIES
9879,2582,CAPTIVITY OF,Proclamation renewed by Darius and Artaxerxes,ISRAEL PROPHECIES
9880,2582,CAPTIVITY OF,Ezra returns with One-thousand seven-hundred and fifty-four,ISRAEL PROPHECIES
9881,2582,CAPTIVITY OF,Temple rebuilt and dedicated,ISRAEL PROPHECIES
9882,2582,CAPTIVITY OF,Artaxerxes issues the proclamation to restore the temple,ISRAEL PROPHECIES
9883,2582,CAPTIVITY OF,Priests and Levites authorized to return,ISRAEL PROPHECIES
9884,2582,CAPTIVITY OF,"Corruptions among the returned captives; their reform",ISRAEL PROPHECIES
9885,2582,CAPTIVITY OF,Nehemiah is commissioned to lead the remainder of the,ISRAEL PROPHECIES
9886,2582,CAPTIVITY OF,The wall of Jerusalem rebuilt and dedicated,ISRAEL PROPHECIES
9887,2582,CAPTIVITY OF,The law read and expounded,ISRAEL PROPHECIES
9888,2582,CAPTIVITY OF,"Solemn feast is kept; priests are purified, and the covenant",ISRAEL PROPHECIES
9889,2582,CAPTIVITY OF,"One-tenth of the people, to be determined by lot, volunteer",ISRAEL PROPHECIES
9890,2582,CAPTIVITY OF,Catalogue of the priests and Levites who came up with,ISRAEL PROPHECIES
9891,2582,CAPTIVITY OF,Nehemiah reforms various abuses,ISRAEL PROPHECIES
9892,2582,CAPTIVITY OF,The people expect a Messiah,ISRAEL PROPHECIES
9893,2582,CAPTIVITY OF,Many accept Jesus as the Christ,ISRAEL PROPHECIES
9894,2582,CAPTIVITY OF,Rejected by God,ISRAEL PROPHECIES
9895,2582,PROPHECIES CONCERNING,Of their rejection of the Messiah,ISRAEL PROPHECIES
9896,2582,PROPHECIES CONCERNING,Of war and other judgments,ISRAEL PROPHECIES
9897,2582,PROPHECIES CONCERNING,Dispersion of,ISRAEL PROPHECIES
9898,2582,PROPHECIES CONCERNING,Of blessing and restoration,ISRAEL PROPHECIES
9899,2584,1. A son of Jacob,"",ISSACHAR
9900,2584,1. A son of Jacob,Jacob's prophetic benedictions upon,ISSACHAR
9901,2584,1. A son of Jacob,In the time of David,ISSACHAR
9902,2584,2. The tribe of Issachar,"Military forces of, taken at Sinai",ISSACHAR
9903,2584,2. The tribe of Issachar,On the plains of Moab,ISSACHAR
9904,2584,2. The tribe of Issachar,Moses' blessing upon,ISSACHAR
9905,2584,2. The tribe of Issachar,Places in the march and encampments,ISSACHAR
9906,2584,2. The tribe of Issachar,Parts of Canaan allotted to,ISSACHAR
9907,2584,2. The tribe of Issachar,Join Deborah and Barak in war against Sisera,ISSACHAR
9908,2584,2. The tribe of Issachar,"Insurgents from, joined David",ISSACHAR
9909,2584,2. The tribe of Issachar,Join with the kingdom of Judah after the conquest of the,ISSACHAR
9910,2585,General scriptures concerning,"",ISSUE OF BLOOD
9911,2586,General scriptures concerning,"",ITALY
9912,2586,Aquila and Priscilla expelled from,"",ITALY
9913,2587,General scriptures concerning,"",ITCH
9914,2588,One of David's valiant men,"",ITHAI
9915,2589,Son of Aaron,"",ITHAMAR
9916,2589,Entrusted with monies of the tabernacle,"",ITHAMAR
9917,2589,Charged with duties of the tabernacle,"",ITHAMAR
9918,2589,"Forbidden to lament the death of his brothers, Nadab and Abihu","",ITHAMAR
9919,2589,Descendants of,"",ITHAMAR
9920,2590,1. A Benjamite,"",ITHIEL
9921,2590,2. An unidentified person mentioned in,"",ITHIEL
9922,2591,A Moabite,"",ITHMAH
9923,2592,A town in the extreme south of Judah,"",ITHNAN
9924,2593,Father of Amasa,"",ITHRA
9925,2594,1. Son of Dishon,"",ITHRAN
9926,2594,2. Son of Zophah,"",ITHRAN
9927,2595,Son of David,"",ITHREAM
9928,2596,Patronymic of the family of Jether,"",ITHRITES
9929,2597,Of the Israelites,"",ITINERARY
9930,2598,A landmark on the boundary line of the tribe of Zebulun,"",ITTAH-KAZIN
9931,2599,A chief of David,"",ITTAI
9932,2599,Supports David against Absalom,"",ITTAI
9933,2600,Small province in the northwest of Israel,"",ITURAEA
9934,2600,See also,"",ITURAEA
9935,2601,A district in Babylon conquered by the Assyrians,"",IVAH
9936,2602,General scriptures concerning,"",IVORY
9937,2602,Exported from Tarshish,"",IVORY
9938,2602,Chittim,"",IVORY
9939,2602,Ahab's palace made of,"",IVORY
9940,2602,Other houses made of,"",IVORY
9941,2602,Other articles made of,Stringed instruments,IVORY
9942,2602,Other articles made of,Thrones,IVORY
9943,2602,Other articles made of,Benches,IVORY
9944,2602,Other articles made of,Beds,IVORY
9945,2602,Other articles made of,Vessels,IVORY
9946,2603,Son of Kohath,"",IZHAR
9947,2604,Grandson of Tola,"",IZRAHIAH
9948,2605,Leader of the fourth division of Levitical singers,"",IZRI
9949,2606,Son of Ezer,"",JAAKAN
9950,2607,Descendant of Simeon,"",JAAKOBAH
9951,2608,One of the servants of Solomon returned from exile,"",JAALA
9952,2609,Son of Esau,"",JAALAM
9953,2610,A Gadite chief,"",JAANAI
9954,2611,Father of Elhanan,"",JAARE-OREGIM
9955,2612,Of the family of Bani,"",JAASAU
9956,2613,Son of Abner,"",JAASIEL
9957,2614,1. Also called Jezaniah,A captain who joined Gedaliah at Mizpah,JAAZANIAH
9958,2614,2. A Rechabite,"",JAAZANIAH
9959,2614,3. An idolatrous zealot,"",JAAZANIAH
9960,2614,4. A wicked prince of Judah,"",JAAZANIAH
9961,2615,"A Levitical city of refuge in Gilead, allotted to Gad, and","",JAAZER
9962,2616,A descendant of Merari,"",JAAZIAH
9963,2617,A Levite musician,"",JAAZIEL
9964,2618,A shepherd,"",JABAL
9965,2619,"A stream on the east of the Jordan River, the northern","",JABBOK
9966,2619,Of the Reubenites and the Gadites,"",JABBOK
9967,2619,The northern boundary of the Amorites,"",JABBOK
9968,2620,A city east of the Jordan River,"",JABESH-GILEAD
9969,2620,Beseiged by the Ammonites,"",JABESH-GILEAD
9970,2620,Saul and his sons buried at,"",JABESH-GILEAD
9971,2620,"Bones of Saul and his sons removed from, by David, and buried","",JABESH-GILEAD
9972,2621,1. A city of the tribe of Judah,"",JABEZ
9973,2621,2. The head of a family,"",JABEZ
9974,2622,Names of two kings of Hazor,"",JABIN
9975,2623,1. A city in the territory of the tribe of Judah,"",JABNEEL
9976,2623,2. A city of the tribe of Naphtali,"",JABNEEL
9977,2624,A Philistine city,"",JABNEH
9978,2625,A Gadite,"",JACHAN
9979,2626,1. Son of Simeon,"",JACHIN
9980,2626,1. Son of Simeon,Called JARIB,JACHIN
9981,2626,2. Name of a pillar,"",JACHIN
9982,2626,"3. A priest, who returned from the exile to Jerusalem",See BOAZ,JACHIN
9983,2626,"4. A priest, head of one of the shifts of priests","",JACHIN
9984,2627,A precious stone,"",JACINTH
9985,2628,A carnivorous animal,"",JACKAL
9986,2629,"Son of Isaac, and the twin brother of Esau","",JACOB
9987,2629,Ancestor of Jesus,"",JACOB
9988,2629,Given in answer to prayer,"",JACOB
9989,2629,Obtains Esau's birthright for just one bowl of stew,"",JACOB
9990,2629,Fradulently obtains his father's blessing,"",JACOB
9991,2629,"Esau seeks to kill, escapes to Padan-aram","",JACOB
9992,2629,His vision of the ladder,"",JACOB
9993,2629,God confirms the covenant of Abraham to,"",JACOB
9994,2629,"Sojourns in Haran with his uncle, Laban","",JACOB
9995,2629,Serves fourteen years for Leah and Rachel,"",JACOB
9996,2629,"Sharp practice of, with the flocks and herds of Laban","",JACOB
9997,2629,Dissatisfied with Laban's treatment and returns to the land of,"",JACOB
9998,2629,"Meets angels of God on the journey, and calls the place","",JACOB
9999,2629,"Dreads to meet Esau; sends him presents; wrestles with an","",JACOB
10000,2629,"Name of, changed to ""Israel,""","",JACOB
10001,2629,"Reconciliation of, with Esau","",JACOB
10002,2629,Journeys to Succoth,"",JACOB
10003,2629,"Journeys to Shalem, where he purchase a parcel of ground from","",JACOB
10004,2629,"His daughter, Dinah, is raped","",JACOB
10005,2629,"Returns to Beth-el, where he builds an altar, and erects and","",JACOB
10006,2629,"Deborah, Rebekah's nurse, dies, and is buried at Beth-el","",JACOB
10007,2629,"Journeys to Ephrath; Benjamin is born to; Rachel dies; and is","",JACOB
10008,2629,Erects a monument at Rachel's grave,"",JACOB
10009,2629,"The incest of his son, Reuben, with his concubine, Bilhah","",JACOB
10010,2629,List of the names of his twelve sons,"",JACOB
10011,2629,"Returns to Arbah, the city of his father","",JACOB
10012,2629,Lives in the land of Canaan,"",JACOB
10013,2629,"His partiality for his son, Joseph, and the consequent","",JACOB
10014,2629,Joseph's prophetic dream concerning,"",JACOB
10015,2629,His grief over the loss of Joseph,"",JACOB
10016,2629,Sends to Egypt to buy corn (grain),"",JACOB
10017,2629,His grief over the detention of Simeon and the demand for,"",JACOB
10018,2629,His love for Benjamin,"",JACOB
10019,2629,Hears that Joseph is still alive,"",JACOB
10020,2629,Moves to Egypt,"",JACOB
10021,2629,The list of his children and grandchildren who went down into,"",JACOB
10022,2629,Meets Joseph,"",JACOB
10023,2629,"Pharaoh receives him, and is blessed by Jacob","",JACOB
10024,2629,The land of Goshen assigned to,"",JACOB
10025,2629,Lives in Egypt for seventeen years,"",JACOB
10026,2629,Exacts a promise from Joseph to bury him with his forefathers,"",JACOB
10027,2629,His benediction upon Joseph and his two sons,"",JACOB
10028,2629,Gives the land of the Amorites to Joseph,"",JACOB
10029,2629,His final prophetic benedictions upon his sons,Upon Reuben,JACOB
10030,2629,His final prophetic benedictions upon his sons,Simeon and Levi,JACOB
10031,2629,His final prophetic benedictions upon his sons,Judah,JACOB
10032,2629,His final prophetic benedictions upon his sons,Zebulun,JACOB
10033,2629,His final prophetic benedictions upon his sons,Issachar,JACOB
10034,2629,His final prophetic benedictions upon his sons,Dan,JACOB
10035,2629,His final prophetic benedictions upon his sons,Gad,JACOB
10036,2629,His final prophetic benedictions upon his sons,Asher,JACOB
10037,2629,His final prophetic benedictions upon his sons,Naphtali,JACOB
10038,2629,His final prophetic benedictions upon his sons,Joseph,JACOB
10039,2629,His final prophetic benedictions upon his sons,Benjamin,JACOB
10040,2629,Charges his sons to bury him in the field of Machpelah,"",JACOB
10041,2629,Death of,"",JACOB
10042,2629,"Body of, embalmed","",JACOB
10043,2629,40 Days mourning for,"",JACOB
10044,2629,Burial of,"",JACOB
10045,2629,Descendants of,"",JACOB
10046,2629,Prophecies concerning himself and his descendants,"",JACOB
10047,2629,His wealth,"",JACOB
10048,2629,The well of,"",JACOB
10049,2630,"Wife of Heber, and the one who killed Sisera","",JAEL
10050,2631,A town of Judah,"",JAGUR
10051,2632,Name of four Levites,"",JAHATH
10052,2633,"A Levitical city in Reuben, taken from the Moabites","",JAHAZ
10053,2633,Sihon defeated at,"",JAHAZ
10054,2634,A returned exile,"",JAHAZIAH
10055,2635,1. A disaffected Israelite who joined David at Ziklag,"",JAHAZIEL
10056,2635,2. A priest,"",JAHAZIEL
10057,2635,3. Son of Hebron,"",JAHAZIEL
10058,2635,4. A Levite and a prophet,"",JAHAZIEL
10059,2635,"5. A chief, or the father of a chief, among the exiles, who","",JAHAZIEL
10060,2636,A descendant of Caleb,"",JAHDAI
10061,2637,Head of a family of the tribe of Manasseh,"",JAHDIEL
10062,2638,Son of Buz,"",JAHDO
10063,2639,Son of Zebulun,"",JAHLEEL
10064,2640,Son of Tola,"",JAHMAI
10065,2641,A city of the tribe of Reuben,"",JAHZAH
10066,2642,A son of Naphtali,"",JAHZEEL
10067,2643,A priest,"",JAHZERAH
10068,2644,General scriptures concerning,"",JAHZIEL
10069,2645,"Of Philippi, converted","",JAILER
10070,2646,1. Son of Manasseh. Founder of twenty-three cities in Gilead,"",JAIR
10071,2646,2. A judge of Israel,"",JAIR
10072,2646,3. A Benjamite,"",JAIR
10073,2646,4. Father of Elhanan,"",JAIR
10074,2647,A ruler of the synagogue in Capernaum,"",JAIRUS
10075,2647,"Daughter of, restored to life","",JAIRUS
10076,2649,Father of Agur,"",JAKEH
10077,2650,1. A Benjamite,"",JAKIM
10078,2650,2. Head of a priestly division in the tabernacle service,"",JAKIM
10079,2651,Son of Ezra,"",JALON
10080,2652,An Egyptian magician,"",JAMBRES
10081,2653,1. An apostle. Son of Zebedee and Salome,"",JAMES
10082,2653,1. An apostle. Son of Zebedee and Salome,Brother of John and a fisherman,JAMES
10083,2653,1. An apostle. Son of Zebedee and Salome,Called to be an apostle,JAMES
10084,2653,1. An apostle. Son of Zebedee and Salome,Surnamed Boanerges by Jesus,JAMES
10085,2653,"(An intimate companion of Jesus, and present with him)",At the great catch of fish,JAMES
10086,2653,"(An intimate companion of Jesus, and present with him)",At the healing of Peter's mother-in-law,JAMES
10087,2653,"(An intimate companion of Jesus, and present with him)",At the raising of the daughter of Jairus,JAMES
10088,2653,"(An intimate companion of Jesus, and present with him)",At the transfiguration of Jesus,JAMES
10089,2653,"(An intimate companion of Jesus, and present with him)",In Gethsemane,JAMES
10090,2653,"(An intimate companion of Jesus, and present with him)",Asks Jesus concerning his second coming,JAMES
10091,2653,"(An intimate companion of Jesus, and present with him)",Bigotry of,JAMES
10092,2653,"(An intimate companion of Jesus, and present with him)",Civil ambitions of,JAMES
10093,2653,"(An intimate companion of Jesus, and present with him)",Present at Lake Tiberias when Jesus revealed himself to the,JAMES
10094,2653,"(An intimate companion of Jesus, and present with him)",Martyred,JAMES
10095,2653,2. An apostle,Son of Alphaeus,JAMES
10096,2653,2. An apostle,Brother of Jesus,JAMES
10097,2653,2. An apostle,The brother of Judas,JAMES
10098,2653,2. An apostle,The brother of Joses,JAMES
10099,2653,2. An apostle,Witness of Christ's resurrection,JAMES
10100,2653,2. An apostle,Addresses the gathering at Jerusalem in favor of liberty for,JAMES
10101,2653,2. An apostle,"Disciples sent by, to Antioch",JAMES
10102,2653,2. An apostle,Hears of the success attending Paul's ministry,JAMES
10103,2653,2. An apostle,Epistle of,JAMES
10104,2653,3. Brother of Jesus,"",JAMES
10105,2654,1. Son of Simeon,"",JAMIN
10106,2654,2. Descendant of Hezron,"",JAMIN
10107,2654,3. A priest who expounded the law to the exiles who returned,"",JAMIN
10108,2655,Descendant of Simeon,"",JAMLECH
10109,2656,Ancestor of Joseph,"",JANNA
10110,2657,An Egyptian magician,"",JANNES
10111,2658,A city of the tribe of Naphtali,"",JANOAH
10112,2659,A city on the border of the tribe of Ephraim,"",JANOHAH
10113,2660,A city of the tribe of Judah,"",JANUM
10114,2661,Son of Noah,"",JAPHETH
10115,2661,His life preserved at the time of the great flood,"",JAPHETH
10116,2661,"Prudence of, on the occasion of Noah's drunkenness","",JAPHETH
10117,2661,Descendants of,"",JAPHETH
10118,2662,1. King of Lachish,"",JAPHIA
10119,2662,2. A town of Zebulun,"",JAPHIA
10120,2662,3. A son of David,"",JAPHIA
10121,2663,Grandson of Beriah,"",JAPHLET
10122,2664,A place whose location is unknown,"",JAPHLETI
10123,2665,A city of the tribe of Dan,"",JAPHO
10124,2666,Son of Ahaz,"",JARAH
10125,2667,King of Asshur,"",JAREB
10126,2668,1. Also called JERED,A descendant of Seth,JARED
10127,2668,2. An ancestor of Jesus,"",JARED
10128,2669,Son of Jeroham,"",JARESIAH
10129,2670,An Egyptian,"",JARHA
10130,2671,1. Son of Simeon,"",JARIB
10131,2671,2. A chief among the captivity,"",JARIB
10132,2671,3. A priest who married an idolatrous wife,"",JARIB
10133,2672,1. A city in the territory of the tribe of Judah,"",JARMUTH
10134,2672,2. A Levitical city in Issachar,"",JARMUTH
10135,2673,A descendant of Gad,"",JAROAH
10136,2674,Father of one of David's heroes,"",JASHEN
10137,2675,1. One of David's warriors,"",JASHOBEAM
10138,2675,2. A Korhite Levite,"",JASHOBEAM
10139,2676,1. Son of Issachar,"",JASHUB
10140,2676,1. Son of Issachar,Called JOB in,JASHUB
10141,2676,2. Of the family of Bani,"",JASHUB
10142,2677,A descendant of Shelah,"",JASHUBI-LEHEM
10143,2678,One of David's warriors,"",JASIEL
10144,2679,A Christian at Thessalonica,"",JASON
10145,2679,"Probably Paul's kinsman, mentioned in","",JASON
10146,2680,"A precious stone, set in the high priest's breastplate","",JASPER
10147,2681,Son of Meshelemiah,"",JATHNIEL
10148,2682,A Levitical city,"",JATTIR
10149,2683,1. Son of Japheth,"",JAVAN
10150,2683,2. A city in Arabia in which the Phoenicians traded,"",JAVAN
10151,2684,A heavy lance,"",JAVELIN
10152,2684,Used by Goliath (R. V.),"",JAVELIN
10153,2684,Used by Saul,"",JAVELIN
10154,2685,1. A city of refuge east of the Jordan River,"",JAZER
10155,2685,1. A city of refuge east of the Jordan River,Taken from the Amorites,JAZER
10156,2685,2. Sea of,"",JAZER
10157,2686,A shepherd,"",JAZIZ
10158,2687,General scriptures concerning,"",JEALOUSY
10159,2687,"Law concerning, when husband is jealous for his wife","",JEALOUSY
10160,2687,Image of,"",JEALOUSY
10161,2687,Attributed to God,"",JEALOUSY
